0;0;0.5957701;
0;0.025;0.6015238;
0;0.05;0.5990172;
0;0.075;0.5986939;
0;0.1;0.5987483;
0;0.125;0.5974354;
0;0.15;0.5991203;
0;0.175;0.6017315;
0;0.2;0.6032974;
0;0.225;0.602362;
0;0.25;0.601625;
0;0.275;0.6039897;
0;0.3;0.6015441;
0;0.325;0.6007145;
0;0.35;0.5999165;
0;0.375;0.5992009;
0;0.4;0.5983562;
0;0.425;0.6004274;
0;0.45;0.5988151;
0;0.475;0.5945773;
0;0.5;0.5939373;
0;0.525;0.5957148;
0;0.55;0.598169;
0;0.575;0.6024164;
0;0.6;0.6019077;
0;0.625;0.6016851;
0;0.65;0.6014624;
0;0.675;0.6007628;
0;0.7;0.6017529;
0;0.725;0.6013866;
0;0.75;0.6021782;
0;0.775;0.6021718;
0;0.8;0.6026828;
0;0.825;0.6062984;
0;0.85;0.6045981;
0;0.875;0.6025547;
0;0.9;0.6035294;
0;0.925;0.6043422;
0;0.95;0.6050047;
0;0.975;0.6054273;
0;1;0.6042284;
0;1.025;0.6030865;
0;1.05;0.6018253;
0;1.075;0.6039644;
0;1.1;0.6024011;
0;1.125;0.6005601;
0;1.15;0.5997692;
0;1.175;0.5956876;
0;1.2;0.5960861;
0;1.225;0.5964921;
0;1.25;0.5984424;
0;1.275;0.5982121;
0;1.3;0.6007665;
0;1.325;0.6011388;
0;1.35;0.5985174;
0;1.375;0.6001557;
0;1.4;0.5791053;
0;1.425;0.5537184;
0;1.45;0.521981;
0;1.475;0.4748921;
0;1.5;0.3953368;
0;1.5;0;
